Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0013201	augustus.g59026.t1	g28750
OG0013202	augustus.g59033.t1	g1565
OG0013203	augustus.g59036.t1	g15176
OG0013204	augustus.g5904.t1	g15275
OG0013205	augustus.g59047.t1	g63484
OG0013206	augustus.g59048.t1	g63486
OG0013207	augustus.g59052.t1	g63494
OG0013208	augustus.g5906.t1	g14452
OG0013209	augustus.g59065.t1	g63508
OG0013210	augustus.g59067.t1	g63517
OG0013211	augustus.g5907.t1	g14450
OG0013212	augustus.g59070.t1	g63520
OG0013213	augustus.g59072.t1	g8599
OG0013214	augustus.g59073.t1	g8598
OG0013215	augustus.g59075.t1	g35539
OG0013216	augustus.g59076.t1	g35544
OG0013217	augustus.g59078.t1	g35545
OG0013218	augustus.g59079.t1	g35546
OG0013219	augustus.g5908.t1	g14449
OG0013220	augustus.g591.t1	g37341
OG0013221	augustus.g59124.t1	g2889
OG0013222	augustus.g59125.t1	g48030
OG0013223	augustus.g59127.t1	g48035
OG0013224	augustus.g59140.t1	g48023
OG0013225	augustus.g59147.t1	g48267
OG0013226	augustus.g59158.t1	g11302
OG0013227	augustus.g59166.t1	g8635
OG0013228	augustus.g59201.t1	g16032
OG0013229	augustus.g59276.t1	g62779
OG0013230	augustus.g59287.t1	g62777
OG0013231	augustus.g593.t1	g37342
OG0013232	augustus.g59301.t1	g62773
OG0013233	augustus.g59306.t1	g62769
OG0013234	augustus.g59323.t1	g49834
OG0013235	augustus.g59326.t1	g28643
OG0013236	augustus.g59351.t1	g47158
OG0013237	augustus.g594.t1	g37343
OG0013238	augustus.g59404.t1	g31649
OG0013239	augustus.g59429.t1	g36435
OG0013240	augustus.g59480.t1	g40638
OG0013241	augustus.g59482.t1	g41664
OG0013242	augustus.g59483.t1	g63315
OG0013243	augustus.g59495.t1	g63405
OG0013244	augustus.g59496.t1	g63406
OG0013245	augustus.g59501.t1	g63409
OG0013246	augustus.g59502.t1	g63413
OG0013247	augustus.g59503.t1	g63415
OG0013248	augustus.g59504.t1	g63417
OG0013249	augustus.g59517.t1	g63809
OG0013250	augustus.g59528.t1	g63821
OG0013251	augustus.g59530.t1	g14225
OG0013252	augustus.g59540.t1	g32258
OG0013253	augustus.g59541.t1	g18998
OG0013254	augustus.g59543.t1	g19002
OG0013255	augustus.g59544.t1	g32257
OG0013256	augustus.g59546.t1	g53687
OG0013257	augustus.g59572.t1	g2340
OG0013258	augustus.g59586.t1	g35005
OG0013259	augustus.g59601.t1	g8690
OG0013260	augustus.g59607.t1	g50357
OG0013261	augustus.g59637.t1	g21980
OG0013262	augustus.g59644.t1	g2508
OG0013263	augustus.g59695.t1	g36953
OG0013264	augustus.g597.t1	g17266
OG0013265	augustus.g59701.t1	g40541
OG0013266	augustus.g59705.t1	g44031
OG0013267	augustus.g59706.t1	g44036
OG0013268	augustus.g59707.t1	g44040
OG0013269	augustus.g59708.t1	g44044
OG0013270	augustus.g59709.t1	g23493
OG0013271	augustus.g59711.t1	g23492
OG0013272	augustus.g59712.t1	g23489
OG0013273	augustus.g59713.t1	g23488
OG0013274	augustus.g59714.t1	g23484
OG0013275	augustus.g59716.t1	g23481
OG0013276	augustus.g59717.t1	g23478
OG0013277	augustus.g59719.t1	g23475
OG0013278	augustus.g59721.t1	g23472
OG0013279	augustus.g59730.t1	g8668
OG0013280	augustus.g59731.t1	g50134
OG0013281	augustus.g59734.t1	g23471
OG0013282	augustus.g5977.t1	g63872
OG0013283	augustus.g59790.t1	g48942
OG0013284	augustus.g59817.t1	g428
OG0013285	augustus.g59831.t1	g46620
OG0013286	augustus.g59858.t1	g40602
OG0013287	augustus.g5989.t1	g56619
OG0013288	augustus.g59890.t1	g44857
OG0013289	augustus.g59891.t1	g44858
OG0013290	augustus.g599.t1	g17270
OG0013291	augustus.g59951.t1	g12802
OG0013292	augustus.g59952.t1	g12806
OG0013293	augustus.g59954.t1	g12808
OG0013294	augustus.g59955.t1	g49435
OG0013295	augustus.g59956.t1	g49434
OG0013296	augustus.g59957.t1	g49431
OG0013297	augustus.g59960.t1	g49425
OG0013298	augustus.g59968.t1	g64029
OG0013299	augustus.g59969.t1	g64033
OG0013300	augustus.g59970.t1	g64036
OG0013301	augustus.g59971.t1	g64040
OG0013302	augustus.g59978.t1	g38749
OG0013303	augustus.g59982.t1	g38756
OG0013304	augustus.g59983.t1	g38759
OG0013305	augustus.g59987.t1	g38764
OG0013306	augustus.g59988.t1	g38769
OG0013307	augustus.g59989.t1	g38770
OG0013308	augustus.g59991.t1	g38771
OG0013309	augustus.g59992.t1	g38776
OG0013310	augustus.g59993.t1	g38779
OG0013311	augustus.g59995.t1	g38782
OG0013312	augustus.g59997.t1	g38786
OG0013313	augustus.g600.t1	g17258
OG0013314	augustus.g60002.t1	g38797
OG0013315	augustus.g60034.t1	g499
OG0013316	augustus.g60040.t1	g484
OG0013317	augustus.g60042.t1	g483
OG0013318	augustus.g6006.t1	g44830
OG0013319	augustus.g60060.t1	g476
OG0013320	augustus.g60061.t1	g61270
OG0013321	augustus.g60064.t1	g61277
OG0013322	augustus.g60066.t1	g37014
OG0013323	augustus.g60073.t1	g12025
OG0013324	augustus.g60074.t1	g12023
OG0013325	augustus.g60075.t1	g12021
OG0013326	augustus.g601.t1	g17254
OG0013327	augustus.g60133.t1	g38854
OG0013328	augustus.g60137.t1	g38846
OG0013329	augustus.g60146.t1	g12625
OG0013330	augustus.g60147.t1	g12619
OG0013331	augustus.g60151.t1	g37448
OG0013332	augustus.g60153.t1	g12618
OG0013333	augustus.g60154.t1	g12616
OG0013334	augustus.g60155.t1	g12615
OG0013335	augustus.g60156.t1	g12614
OG0013336	augustus.g60178.t1	g7739
OG0013337	augustus.g60185.t1	g7750
OG0013338	augustus.g602.t1	g17252
OG0013339	augustus.g60200.t1	g25622
OG0013340	augustus.g60201.t1	g25621
OG0013341	augustus.g60202.t1	g25620
OG0013342	augustus.g60203.t1	g25616
OG0013343	augustus.g60210.t1	g471
OG0013344	augustus.g60211.t1	g466
OG0013345	augustus.g60212.t1	g467
OG0013346	augustus.g60216.t1	g458
OG0013347	augustus.g60217.t1	g455
OG0013348	augustus.g60218.t1	g453
OG0013349	augustus.g60219.t1	g48554
OG0013350	augustus.g60224.t1	g21763
OG0013351	augustus.g60225.t1	g21765
OG0013352	augustus.g60228.t1	g21771
OG0013353	augustus.g60230.t1	g21772
OG0013354	augustus.g60231.t1	g21773
OG0013355	augustus.g60241.t1	g43724
OG0013356	augustus.g60243.t1	g46209
OG0013357	augustus.g60287.t1	g37321
OG0013358	augustus.g60307.t1	g53278
OG0013359	augustus.g60312.t1	g6097
OG0013360	augustus.g60343.t1	g15782
OG0013361	augustus.g60345.t1	g15781
OG0013362	augustus.g60349.t1	g1271
OG0013363	augustus.g60350.t1	g1270
OG0013364	augustus.g60351.t1	g1268
OG0013365	augustus.g60352.t1	g1265
OG0013366	augustus.g60355.t1	g1258
OG0013367	augustus.g60356.t1	g1257
OG0013368	augustus.g60357.t1	g1256
OG0013369	augustus.g60370.t1	g3314
OG0013370	augustus.g60380.t1	g24455
OG0013371	augustus.g60383.t1	g24413
OG0013372	augustus.g60387.t1	g63891
OG0013373	augustus.g60389.t1	g63893
OG0013374	augustus.g60390.t1	g63896
OG0013375	augustus.g60420.t1	g61500
OG0013376	augustus.g60421.t1	g61503
OG0013377	augustus.g60449.t1	g60766
OG0013378	augustus.g60451.t1	g60763
OG0013379	augustus.g60452.t1	g60761
OG0013380	augustus.g60480.t1	g18281
OG0013381	augustus.g60495.t1	g44600
OG0013382	augustus.g60496.t1	g44599
OG0013383	augustus.g60497.t1	g44595
OG0013384	augustus.g60498.t1	g44589
OG0013385	augustus.g60500.t1	g44585
OG0013386	augustus.g60502.t1	g44581
OG0013387	augustus.g60521.t1	g17517
OG0013388	augustus.g60537.t1	g12895
OG0013389	augustus.g60546.t1	g19206
OG0013390	augustus.g6055.t1	g31575
OG0013391	augustus.g60583.t1	g26692
OG0013392	augustus.g60585.t1	g26695
OG0013393	augustus.g60587.t1	g26704
OG0013394	augustus.g60605.t1	g26708
OG0013395	augustus.g60611.t1	g2981
OG0013396	augustus.g60628.t1	g52461
OG0013397	augustus.g6064.t1, augustus.g61626.t1	
OG0013398	augustus.g60641.t1	g12265
OG0013399	augustus.g60642.t1	g12263
OG0013400	augustus.g60643.t1	g12255
OG0013401	augustus.g60644.t1	g12250
OG0013402	augustus.g60645.t1	g12242
OG0013403	augustus.g60646.t1	g12239
OG0013404	augustus.g60647.t1	g12237
OG0013405	augustus.g60648.t1	g12234
OG0013406	augustus.g60649.t1	g12217
OG0013407	augustus.g60651.t1	g12228
OG0013408	augustus.g60670.t1	g19127
OG0013409	augustus.g60677.t1	g5851
OG0013410	augustus.g60679.t1	g13173
OG0013411	augustus.g60687.t1	g28463
OG0013412	augustus.g60688.t1	g28471
OG0013413	augustus.g60689.t1	g28472
OG0013414	augustus.g60690.t1	g48655
OG0013415	augustus.g60691.t1	g28477
OG0013416	augustus.g60692.t1	g44137
OG0013417	augustus.g60693.t1	g28414
OG0013418	augustus.g60694.t1	g28419
OG0013419	augustus.g60698.t1	g28431
OG0013420	augustus.g60699.t1	g28433
OG0013421	augustus.g60700.t1	g28436
OG0013422	augustus.g60701.t1	g28437
OG0013423	augustus.g60702.t1	g28439
OG0013424	augustus.g60706.t1, augustus.g67775.t1	
OG0013425	augustus.g60708.t1	g4408
OG0013426	augustus.g60719.t1	g24677
OG0013427	augustus.g60723.t1	g7637
OG0013428	augustus.g60724.t1	g39818
OG0013429	augustus.g60735.t1	g8792
OG0013430	augustus.g60747.t1	g29182
OG0013431	augustus.g60749.t1	g29179
OG0013432	augustus.g60794.t1	g60651
OG0013433	augustus.g60803.t1	g47343
OG0013434	augustus.g60804.t1	g47337
OG0013435	augustus.g60805.t1	g60987
OG0013436	augustus.g60806.t1	g60992
OG0013437	augustus.g60821.t1	g26780
OG0013438	augustus.g60829.t1	g26750
OG0013439	augustus.g60830.t1	g26761
OG0013440	augustus.g60872.t1	g3101
OG0013441	augustus.g60873.t1	g3098
OG0013442	augustus.g60874.t1	g3097
OG0013443	augustus.g60883.t1	g3093
OG0013444	augustus.g60884.t1	g3092
OG0013445	augustus.g60885.t1	g3090
OG0013446	augustus.g60886.t1	g3087
OG0013447	augustus.g60889.t1	g2732
OG0013448	augustus.g60893.t1	g2728
OG0013449	augustus.g60894.t1	g2727
OG0013450	augustus.g60895.t1	g12379
OG0013451	augustus.g60897.t1	g12378
OG0013452	augustus.g60898.t1	g12375
OG0013453	augustus.g60899.t1	g12370
OG0013454	augustus.g60904.t1	g3253
OG0013455	augustus.g60905.t1	g41851
OG0013456	augustus.g60906.t1	g41855
OG0013457	augustus.g60911.t1	g12937
OG0013458	augustus.g60912.t1	g12936
OG0013459	augustus.g60913.t1	g12935
OG0013460	augustus.g60915.t1	g12932
OG0013461	augustus.g60916.t1	g149
OG0013462	augustus.g60917.t1	g153
OG0013463	augustus.g60918.t1	g155
OG0013464	augustus.g60929.t1	g46605
OG0013465	augustus.g60932.t1	g21846
OG0013466	augustus.g60933.t1	g33559
OG0013467	augustus.g60934.t1	g33564
OG0013468	augustus.g60935.t1	g33565
OG0013469	augustus.g60939.t1	g33578
OG0013470	augustus.g60941.t1	g33573
OG0013471	augustus.g60942.t1	g33569
OG0013472	augustus.g60944.t1	g18970
OG0013473	augustus.g60950.t1	g17079
OG0013474	augustus.g60970.t1	g59742
OG0013475	augustus.g60980.t1	g53151
OG0013476	augustus.g60982.t1	g18605
OG0013477	augustus.g60983.t1	g18607
OG0013478	augustus.g60985.t1	g18608
OG0013479	augustus.g60987.t1	g48376
OG0013480	augustus.g60990.t1	g48370
OG0013481	augustus.g60991.t1	g48369
OG0013482	augustus.g60992.t1	g48367
OG0013483	augustus.g60993.t1	g48366
OG0013484	augustus.g60994.t1	g48365
OG0013485	augustus.g60996.t1	g48354
OG0013486	augustus.g60997.t1	g44290
OG0013487	augustus.g60998.t1	g44291
OG0013488	augustus.g61000.t1	g44293
OG0013489	augustus.g61001.t1	g46387
OG0013490	augustus.g61002.t1	g46388
OG0013491	augustus.g61003.t1	g46389
OG0013492	augustus.g61004.t1	g46390
OG0013493	augustus.g61005.t1	g36479
OG0013494	augustus.g61006.t1	g36474
OG0013495	augustus.g61011.t1	g36493
OG0013496	augustus.g61014.t1	g36497
OG0013497	augustus.g61016.t1	g36471
OG0013498	augustus.g61017.t1	g36468
OG0013499	augustus.g61021.t1	g53208
OG0013500	augustus.g61024.t1	g53203
OG0013501	augustus.g61029.t1	g2495
OG0013502	augustus.g6104.t1	g15360
OG0013503	augustus.g61064.t1	g56239
OG0013504	augustus.g61091.t1	g13769
OG0013505	augustus.g61096.t1	g13801
OG0013506	augustus.g61100.t1	g13813
OG0013507	augustus.g61101.t1	g13710
OG0013508	augustus.g61103.t1	g13726
OG0013509	augustus.g61104.t1	g13729
OG0013510	augustus.g61108.t1	g13734
OG0013511	augustus.g61115.t1	g26191
OG0013512	augustus.g61116.t1	g26190
OG0013513	augustus.g61117.t1	g26189
OG0013514	augustus.g61119.t1	g2952
OG0013515	augustus.g61120.t1	g2951
OG0013516	augustus.g61121.t1	g2949
OG0013517	augustus.g61122.t1	g2944
OG0013518	augustus.g61123.t1	g2941
OG0013519	augustus.g61124.t1	g2936
OG0013520	augustus.g61127.t1	g2925
OG0013521	augustus.g61128.t1	g2924
OG0013522	augustus.g61129.t1	g2953
OG0013523	augustus.g6113.t1	g51532
OG0013524	augustus.g61131.t1	g2957
OG0013525	augustus.g61138.t1	g26178
OG0013526	augustus.g61157.t1	g3035
OG0013527	augustus.g61159.t1	g3042
OG0013528	augustus.g6129.t1	g48292
OG0013529	augustus.g61296.t1	g10925
OG0013530	augustus.g61297.t1	g8603
OG0013531	augustus.g61308.t1	g934
OG0013532	augustus.g61309.t1	g7383
OG0013533	augustus.g61310.t1	g23257
OG0013534	augustus.g61312.t1	g922
OG0013535	augustus.g61313.t1	g921
OG0013536	augustus.g61314.t1	g923
OG0013537	augustus.g61316.t1	g919
OG0013538	augustus.g61324.t1	g915
OG0013539	augustus.g61334.t1	g42604
OG0013540	augustus.g61339.t1	g40433
OG0013541	augustus.g6143.t1	g55328
OG0013542	augustus.g61442.t1	g62967
OG0013543	augustus.g61444.t1	g36294
OG0013544	augustus.g61468.t1	g1513
OG0013545	augustus.g6147.t1	g27409
OG0013546	augustus.g61480.t1	g30248
OG0013547	augustus.g61483.t1	g30252
OG0013548	augustus.g61571.t1	g55472
OG0013549	augustus.g61572.t1	g55471
OG0013550	augustus.g61573.t1	g55470
OG0013551	augustus.g61576.t1	g55465
OG0013552	augustus.g61584.t1	g47440
OG0013553	augustus.g61603.t1	g25085
OG0013554	augustus.g61617.t1	g25885
OG0013555	augustus.g61630.t1	g27636
OG0013556	augustus.g61631.t1	g27635
OG0013557	augustus.g61632.t1	g27634
OG0013558	augustus.g61634.t1	g27633
OG0013559	augustus.g61653.t1	g54893
OG0013560	augustus.g61658.t1	g5724
OG0013561	augustus.g61669.t1	g17247
OG0013562	augustus.g61671.t1	g44190
OG0013563	augustus.g61673.t1	g53465
OG0013564	augustus.g61674.t1	g26460
OG0013565	augustus.g61678.t1	g8384
OG0013566	augustus.g61686.t1	g2604
OG0013567	augustus.g61691.t1	g63940
OG0013568	augustus.g61692.t1	g63945
OG0013569	augustus.g61693.t1	g63947
OG0013570	augustus.g61694.t1	g63951
OG0013571	augustus.g61709.t1	g63969
OG0013572	augustus.g61746.t1	g22938
OG0013573	augustus.g61747.t1	g22941
OG0013574	augustus.g61756.t1	g20364
OG0013575	augustus.g61763.t1	g20383
OG0013576	augustus.g61764.t1	g20385
OG0013577	augustus.g61769.t1	g20363
OG0013578	augustus.g61772.t1	g10643
OG0013579	augustus.g61778.t1	g10621
OG0013580	augustus.g61779.t1	g10627
OG0013581	augustus.g61783.t1	g10633
OG0013582	augustus.g61784.t1	g10632
OG0013583	augustus.g61785.t1	g10629
OG0013584	augustus.g61794.t1	g63397
OG0013585	augustus.g61800.t1	g63391
OG0013586	augustus.g61802.t1	g63386
OG0013587	augustus.g61808.t1	g63382
OG0013588	augustus.g6181.t1	g41889
OG0013589	augustus.g61811.t1	g63379
OG0013590	augustus.g61814.t1	g64556
OG0013591	augustus.g6182.t1	g41879
OG0013592	augustus.g61826.t1	g53176
OG0013593	augustus.g61827.t1	g53175
OG0013594	augustus.g6183.t1	g58864
OG0013595	augustus.g61835.t1	g25646
OG0013596	augustus.g6185.t1	g21879
OG0013597	augustus.g61851.t1	g29464
OG0013598	augustus.g61865.t1	g41396
OG0013599	augustus.g61866.t1	g41397
OG0013600	augustus.g61867.t1	g41394
OG0013601	augustus.g61868.t1	g41385
OG0013602	augustus.g61878.t1	g45991
OG0013603	augustus.g61879.t1	g5821
OG0013604	augustus.g6189.t1	g18610
OG0013605	augustus.g61898.t1	g47717
OG0013606	augustus.g61923.t1	g46768
OG0013607	augustus.g61933.t1	g46752
OG0013608	augustus.g61948.t1	g61312
OG0013609	augustus.g61950.t1	g61315
OG0013610	augustus.g61976.t1	g31310
OG0013611	augustus.g61977.t1	g31309
OG0013612	augustus.g61978.t1	g35021
OG0013613	augustus.g61979.t1	g35023
OG0013614	augustus.g61980.t1	g35029
OG0013615	augustus.g61982.t1	g35030
OG0013616	augustus.g61983.t1	g35032
OG0013617	augustus.g61986.t1	g35048
OG0013618	augustus.g61988.t1	g35051
OG0013619	augustus.g61989.t1	g35053
OG0013620	augustus.g61990.t1	g35054
OG0013621	augustus.g61991.t1	g29223
OG0013622	augustus.g61994.t1	g39452
OG0013623	augustus.g61995.t1	g39451
OG0013624	augustus.g61996.t1	g37202
OG0013625	augustus.g61997.t1	g39446
OG0013626	augustus.g61998.t1	g39439
OG0013627	augustus.g62000.t1	g6333
OG0013628	augustus.g62001.t1	g22380
OG0013629	augustus.g62002.t1	g22381
OG0013630	augustus.g62004.t1	g22379
OG0013631	augustus.g62005.t1	g22376
OG0013632	augustus.g62007.t1	g22372
OG0013633	augustus.g62060.t1	g1908
OG0013634	augustus.g62116.t1	g42224
OG0013635	augustus.g62117.t1	g42225
OG0013636	augustus.g62120.t1	g14835
OG0013637	augustus.g62121.t1	g14831
OG0013638	augustus.g62125.t1	g30365
OG0013639	augustus.g62126.t1	g30363
OG0013640	augustus.g62127.t1	g30361
OG0013641	augustus.g62129.t1	g30358
OG0013642	augustus.g62138.t1	g55648
OG0013643	augustus.g62140.t1	g55646
OG0013644	augustus.g62141.t1	g55637
OG0013645	augustus.g62143.t1	g35919
OG0013646	augustus.g62144.t1	g49778
OG0013647	augustus.g62145.t1	g49776
OG0013648	augustus.g62146.t1	g49774
OG0013649	augustus.g62147.t1	g49771
OG0013650	augustus.g62172.t1	g61977
OG0013651	augustus.g62178.t1	g12793
OG0013652	augustus.g62181.t1	g12786
OG0013653	augustus.g62182.t1	g12782
OG0013654	augustus.g62191.t1	g51003
OG0013655	augustus.g62236.t1	g60695
OG0013656	augustus.g62260.t1	g47314
OG0013657	augustus.g62261.t1	g40857
OG0013658	augustus.g62262.t1	g40853
OG0013659	augustus.g62266.t1	g40847
OG0013660	augustus.g62267.t1	g40845
OG0013661	augustus.g62268.t1	g11623
OG0013662	augustus.g62271.t1	g3850
OG0013663	augustus.g62275.t1	g40839
OG0013664	augustus.g62294.t1	g39803
OG0013665	augustus.g62300.t1	g3342
OG0013666	augustus.g62349.t1	g11690
OG0013667	augustus.g62388.t1	g61515
OG0013668	augustus.g62389.t1	g61520
OG0013669	augustus.g62390.t1	g61524
OG0013670	augustus.g62391.t1	g61526
OG0013671	augustus.g62403.t1	g61529
OG0013672	augustus.g62404.t1	g61533
OG0013673	augustus.g62406.t1	g33953
OG0013674	augustus.g62407.t1	g33952
OG0013675	augustus.g6241.t1	g63816
OG0013676	augustus.g62421.t1	g33942
OG0013677	augustus.g62426.t1	g33938
OG0013678	augustus.g62427.t1	g33937
OG0013679	augustus.g62428.t1	g33936
OG0013680	augustus.g62435.t1	g54746
OG0013681	augustus.g62436.t1	g54744
OG0013682	augustus.g62438.t1	g54740
OG0013683	augustus.g62444.t1	g54739
OG0013684	augustus.g62470.t1	g27390
OG0013685	augustus.g625.t1	g6765
OG0013686	augustus.g62500.t1	g51782
OG0013687	augustus.g62520.t1	g1974
OG0013688	augustus.g62530.t1	g27877
OG0013689	augustus.g62542.t1	g58885
OG0013690	augustus.g62575.t1	g11714
OG0013691	augustus.g62576.t1	g11715
OG0013692	augustus.g6258.t1	g42928
OG0013693	augustus.g62581.t1	g11717
OG0013694	augustus.g62582.t1	g11719
OG0013695	augustus.g62583.t1	g11720
OG0013696	augustus.g62584.t1	g11721
OG0013697	augustus.g62585.t1	g11723
OG0013698	augustus.g62586.t1	g11726
OG0013699	augustus.g62594.t1	g10099
OG0013700	augustus.g62596.t1	g10093
OG0013701	augustus.g62597.t1	g10092
OG0013702	augustus.g62598.t1	g10091
OG0013703	augustus.g62599.t1	g10089
OG0013704	augustus.g62601.t1	g10086
OG0013705	augustus.g62602.t1	g10085
OG0013706	augustus.g62603.t1	g10084
OG0013707	augustus.g62604.t1	g10083
OG0013708	augustus.g62605.t1	g10082
OG0013709	augustus.g62606.t1	g10081
OG0013710	augustus.g62607.t1	g10079
OG0013711	augustus.g62624.t1	g46296
OG0013712	augustus.g62628.t1	g46300
OG0013713	augustus.g62650.t1	g41639
OG0013714	augustus.g62651.t1	g46310
OG0013715	augustus.g62652.t1	g9581
OG0013716	augustus.g62653.t1	g9607
OG0013717	augustus.g62658.t1	g35209
OG0013718	augustus.g62659.t1	g35210
OG0013719	augustus.g62660.t1	g21096
OG0013720	augustus.g62661.t1	g21095
OG0013721	augustus.g62662.t1	g21094
OG0013722	augustus.g62679.t1	g33592
OG0013723	augustus.g62688.t1	g54031
OG0013724	augustus.g62690.t1	g4516
OG0013725	augustus.g62691.t1	g4517
OG0013726	augustus.g62692.t1	g4518
OG0013727	augustus.g62693.t1	g4519
OG0013728	augustus.g62705.t1	g4525
OG0013729	augustus.g62709.t1	g41137
OG0013730	augustus.g62711.t1	g50627
OG0013731	augustus.g62715.t1	g2276
OG0013732	augustus.g62717.t1	g2277
OG0013733	augustus.g62721.t1	g23503
OG0013734	augustus.g62722.t1	g48174
OG0013735	augustus.g62725.t1	g39714
OG0013736	augustus.g62726.t1	g39703
OG0013737	augustus.g62727.t1	g39700
OG0013738	augustus.g6273.t1	g45414
OG0013739	augustus.g62730.t1	g39698
OG0013740	augustus.g62752.t1	g35948
OG0013741	augustus.g62753.t1	g19181
OG0013742	augustus.g62758.t1	g9727
OG0013743	augustus.g62771.t1	g9654
OG0013744	augustus.g62773.t1	g9662
OG0013745	augustus.g62780.t1	g9666
OG0013746	augustus.g62781.t1	g9664
OG0013747	augustus.g62783.t1	g9684
OG0013748	augustus.g62786.t1	g9636
OG0013749	augustus.g62787.t1	g9635
OG0013750	augustus.g62789.t1	g9630
OG0013751	augustus.g62790.t1	g9628
OG0013752	augustus.g62791.t1	g9627
OG0013753	augustus.g62792.t1	g9623
OG0013754	augustus.g62793.t1	g9622
OG0013755	augustus.g62794.t1	g9620
OG0013756	augustus.g62795.t1	g9617
OG0013757	augustus.g62796.t1	g9614
OG0013758	augustus.g62799.t1	g63976
OG0013759	augustus.g62801.t1	g37038
OG0013760	augustus.g62827.t1	g15231
OG0013761	augustus.g62838.t1	g38801
OG0013762	augustus.g62839.t1	g35288
OG0013763	augustus.g62840.t1	g18060
OG0013764	augustus.g62841.t1	g18061
OG0013765	augustus.g62843.t1	g34332
OG0013766	augustus.g62844.t1	g44165
OG0013767	augustus.g62845.t1	g54453
OG0013768	augustus.g62846.t1	g4340
OG0013769	augustus.g62847.t1	g4347
OG0013770	augustus.g62848.t1	g47034
OG0013771	augustus.g62850.t1	g43404
OG0013772	augustus.g62852.t1	g43401
OG0013773	augustus.g62853.t1	g43397
OG0013774	augustus.g62854.t1	g43393
OG0013775	augustus.g62855.t1	g43392
OG0013776	augustus.g62856.t1	g9207
OG0013777	augustus.g62857.t1	g9197
OG0013778	augustus.g62859.t1	g57495
OG0013779	augustus.g62861.t1	g51874
OG0013780	augustus.g62864.t1	g51892
OG0013781	augustus.g62866.t1	g2685
OG0013782	augustus.g62867.t1	g2686
OG0013783	augustus.g62873.t1	g60119
OG0013784	augustus.g62874.t1	g60123
OG0013785	augustus.g62876.t1	g60129
OG0013786	augustus.g62895.t1	g60138
OG0013787	augustus.g62960.t1	g27039
OG0013788	augustus.g62961.t1	g19562
OG0013789	augustus.g62966.t1	g27047
OG0013790	augustus.g62967.t1	g27062
OG0013791	augustus.g6297.t1	g18125
OG0013792	augustus.g63021.t1	g63463
OG0013793	augustus.g63025.t1	g63471
OG0013794	augustus.g6303.t1	g63924
OG0013795	augustus.g63036.t1	g14783
OG0013796	augustus.g63039.t1	g40121
OG0013797	augustus.g63040.t1	g40124
OG0013798	augustus.g63041.t1	g40125
OG0013799	augustus.g63042.t1	g40126
OG0013800	augustus.g63043.t1	g40134
OG0013801	augustus.g63044.t1	g40137
OG0013802	augustus.g63045.t1	g40140
OG0013803	augustus.g63046.t1	g35584
OG0013804	augustus.g63047.t1	g35579
OG0013805	augustus.g63048.t1	g35577
OG0013806	augustus.g63050.t1	g35568
OG0013807	augustus.g63052.t1	g3269
OG0013808	augustus.g63053.t1	g226
OG0013809	augustus.g63054.t1	g35565
OG0013810	augustus.g63056.t1	g35556
OG0013811	augustus.g63081.t1	g32732
OG0013812	augustus.g63095.t1	g64191
OG0013813	augustus.g63096.t1	g64192
OG0013814	augustus.g63099.t1	g64187
OG0013815	augustus.g63100.t1	g64185
OG0013816	augustus.g63101.t1	g64184
OG0013817	augustus.g63107.t1	g64179
OG0013818	augustus.g63129.t1	g31166
OG0013819	augustus.g63134.t1	g5694
OG0013820	augustus.g63163.t1	g20141
OG0013821	augustus.g6317.t1	g19984
OG0013822	augustus.g6318.t1	g19940
OG0013823	augustus.g63248.t1	g12095
OG0013824	augustus.g63255.t1	g12063
OG0013825	augustus.g63256.t1	g12067
OG0013826	augustus.g63258.t1	g12070
OG0013827	augustus.g63260.t1	g12072
OG0013828	augustus.g63263.t1	g12076
OG0013829	augustus.g63267.t1	g12079
OG0013830	augustus.g63277.t1	g39638
OG0013831	augustus.g6328.t1	g19996
OG0013832	augustus.g63286.t1	g23409
OG0013833	augustus.g63307.t1	g40532
OG0013834	augustus.g63347.t1	g63756
OG0013835	augustus.g6335.t1	g8204
OG0013836	augustus.g63355.t1	g28496
OG0013837	augustus.g63356.t1	g28497
OG0013838	augustus.g63358.t1	g28499
OG0013839	augustus.g63375.t1	g1851
OG0013840	augustus.g63376.t1	g1853
OG0013841	augustus.g63377.t1	g1854
OG0013842	augustus.g63378.t1	g1857
OG0013843	augustus.g63379.t1	g1859
OG0013844	augustus.g63385.t1	g1863
OG0013845	augustus.g63386.t1	g1870
OG0013846	augustus.g63387.t1	g1872
OG0013847	augustus.g63388.t1	g1873
OG0013848	augustus.g63389.t1	g1875
OG0013849	augustus.g63390.t1	g1877
OG0013850	augustus.g63457.t1	g58754
OG0013851	augustus.g6349.t1	g8213
OG0013852	augustus.g63491.t1	g30825
OG0013853	augustus.g63509.t1	g44688
OG0013854	augustus.g63510.t1	g44685
OG0013855	augustus.g63511.t1	g44683
OG0013856	augustus.g63512.t1	g44682
OG0013857	augustus.g63532.t1	g57465
OG0013858	augustus.g6355.t1	g624
OG0013859	augustus.g63574.t1	g49163
OG0013860	augustus.g63599.t1	g33330
OG0013861	augustus.g63600.t1	g33325
OG0013862	augustus.g63625.t1	g26128
OG0013863	augustus.g63626.t1	g26130
OG0013864	augustus.g63627.t1	g26131
OG0013865	augustus.g63628.t1	g6879
OG0013866	augustus.g63629.t1	g6880
