"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g50171",145,195,141,218,166,198
"g50173",246,198,156,364,372,239
"g50190",6,0,0,24,15,16
"g50201",51,54,40,154,77,115
"g50246",170,151,106,335,152,179
"g50263",1987,1587,1304,2152,1396,1652
"g50320",0,0,0,12,9,22
"g50322",0,0,0,50,22,40
"g50359",0,0,0,12,4,12
"g50381",66,28,53,94,94,87
"g50380",70,19,78,200,120,155
"g50382",197,107,107,179,166,244
"g50452",20,13,0,120,117,126
"g50454",14,55,46,88,89,86
"g50455",438,263,358,730,428,692
"g50471",15,10,28,53,48,45
"g50485",94,42,47,174,144,179
"g50484",310,161,198,343,308,332
"g50486",181,56,87,209,125,153
"g50489",72,68,54,117,72,98
"g50492",1327,1181,938,584,471,446
"g50507",0,0,0,11,9,15
"g50508",52,23,28,133,140,119
"g50526",9,5,9,29,9,20
"g50533",131,117,135,163,94,141
"g50540",81,83,58,164,95,101
"g50546",1119,941,753,543,275,369
"g50548",1353,1241,1052,723,412,560
"g50582",0,10,4,433,281,285
"g50592",47,7,36,77,60,80
"g50604",398,220,195,132,77,73
"g50610",4,0,6,28,15,30
"g50629",190,243,117,410,250,260
"g50632",260,210,229,315,227,300
"g50628",42,51,54,115,65,97
"g50631",496,462,423,290,186,222
"g50672",212,176,100,55,58,53
"g50677",157,88,111,202,131,213
"g50693",94,57,100,204,111,191
"g50691",67,62,31,73,60,77
"g50668",4861,3082,3033,7413,4606,5627
"g50669",213,150,117,375,256,281
"g50666",1167,973,880,1509,1058,1125
"g50670",278,226,201,499,297,387
"g50698",70,68,48,147,116,113
"g50708",45,51,29,123,41,60
"g50719",0,0,0,59,21,33
"g50732",565,469,335,264,137,208
"g50736",48,63,47,75,128,150
"g50738",0,0,0,17,5,17
"g50754",21,35,24,60,52,49
"g50766",165,131,123,60,41,52
"g50800",0,0,0,6,17,14
"g50806",0,0,0,107,63,70
"g50807",385,413,370,612,765,728
"g50809",26,13,0,89,71,95
"g50808",126,98,52,169,191,183
"g50826",26,24,20,161,195,153
"g50843",2,0,6,28,11,21
"g50844",16,0,7,118,5,96
"g50866",0,0,0,9,8,6
"g50857",145,201,129,223,188,282
"g50882",1,1,1,15,10,14
"g50881",16,0,0,80,24,24
"g50896",370,214,289,787,267,360
"g50897",330,229,165,946,453,584
"g50915",196,167,185,93,48,87
"g50914",78,72,52,264,111,178
"g50972",0,0,0,77,56,64
"g50975",0,0,2,20,4,16
"g51001",40,40,56,113,166,120
"g51008",0,0,0,13,6,4
"g51012",387,213,244,543,298,482
"g51083",35,32,21,75,41,52
"g51135",2,0,0,53,13,29
"g51149",1,0,0,10,15,8
"g51173",717,520,453,1319,1029,1052
"g51180",460,305,328,202,139,151
"g51182",83,41,38,109,63,76
"g51188",20,11,14,24,22,27
"g51254",10,9,5,31,15,14
"g51273",87,79,67,101,75,87
"g51284",220,191,185,108,54,97
"g51304",104,73,65,130,76,131
"g51331",0,0,0,24,17,11
"g51378",8,6,10,79,10,55
"g51400",2115,1983,1326,2626,1398,1759
"g51410",586,354,375,186,110,146
"g51411",0,0,0,22,29,23
"g51402",176,150,102,334,304,295
"g51414",98,76,71,130,66,99
"g51437",5,13,0,65,36,23
"g51443",46,29,25,124,14,105
"g51444",299,93,177,697,257,428
"g51464",0,0,0,4,6,6
"g51465",0,3,0,16,7,11
"g51466",35,30,25,64,58,34
"g51469",393,273,330,384,260,361
"g51528",3,0,4,24,24,45
"g51576",38,7,0,191,33,146
"g51640",22,31,11,72,66,78
"g51646",940,750,632,950,943,885
"g51647",76,77,87,287,312,307
"g51649",21,22,21,73,86,83
"g51652",0,0,0,15,16,17
"g51661",107,91,53,139,86,109
"g51663",678,393,495,532,674,602
"g51675",219,111,181,221,155,248
"g51681",62,59,84,85,74,110
"g51691",528,367,313,251,84,118
"g51704",167,121,149,413,208,441
"g51727",3,7,11,57,42,51
"g51754",87,45,58,65,96,102
"g51749",14,13,25,44,55,40
"g51750",5,8,0,24,35,27
"g51773",67,65,62,80,86,77
"g51785",8,4,2,12,12,24
"g51786",18,25,23,104,56,78
"g51837",3,0,0,14,8,8
"g51840",0,0,0,24,6,15
"g51841",3,1,0,35,23,32
"g51845",45,39,28,36,98,69
"g51856",252,130,137,77,45,72
"g51901",0,0,0,5,7,5
"g51902",2,0,5,11,8,20
"g51905",65,73,39,245,350,212
"g51907",160,168,106,190,140,138
"g51946",244,216,227,99,63,78
"g51955",39,22,29,52,33,41
"g51967",202,186,156,748,365,514
"g51969",0,0,0,11,8,10
"g51968",330,366,247,1209,779,980
"g51970",202,215,227,586,412,494
"g52019",28,51,46,57,99,77
"g52026",498,277,249,511,279,489
"g52029",546,351,445,466,470,560
"g52036",159,147,106,320,259,277
"g52038",225,71,89,185,157,206
"g52070",55,33,27,76,69,45
"g52084",194,181,186,56,71,69
"g52086",655,524,502,234,171,208
"g52087",4808,3034,5171,1864,853,1982
"g52090",3610,3215,2722,3249,3419,3675
"g52093",1384,1054,1027,696,414,534
"g52094",244,200,200,336,193,212
"g52107",27,35,50,145,160,166
"g52103",0,0,0,8,3,8
"g52128",1732,1232,1304,929,554,653
"g52135",74,69,40,126,105,113
"g52136",129,200,119,158,222,219
"g52133",2500,2427,2462,3324,3055,3196
"g52144",0,0,0,7,3,11
"g52142",71,56,65,181,192,203
"g52181",26,24,28,250,188,254
"g52215",68,79,32,148,142,161
"g52247",158,39,123,298,139,236
"g52266",60,47,46,80,83,64
"g52286",129,115,198,436,273,521
"g52290",0,27,17,137,303,202
"g52289",696,468,814,898,713,1087
"g52291",913,800,1018,307,272,385
"g52363",0,0,0,34,6,14
"g52392",0,0,0,10,14,6
"g52553",5,3,6,15,15,17
"g52541",1042,575,410,1717,1091,734
"g52572",0,0,0,6,7,14
"g52582",0,0,0,40,43,32
"g52616",903,425,481,240,200,271
"g52620",1299,941,849,1044,774,843
"g52622",582,598,424,264,194,173
"g52634",15,21,24,48,42,45
"g52636",2136,1928,1757,1012,709,1017
"g52645",1497,1688,998,2947,1956,2069
"g52652",28,18,28,119,51,101
"g52655",613,548,539,233,168,190
"g52656",471,336,280,210,139,153
"g52663",0,0,0,55,28,52
"g52665",1617,917,815,1536,782,1047
"g52666",50,47,44,161,73,76
"g52667",0,0,0,16,5,6
"g52668",12,0,0,68,34,53
"g52677",8,10,11,38,39,31
"g52671",466,275,388,318,557,535
"g52683",1736,898,1202,3631,1287,2276
"g52726",2558,1839,1817,759,784,792
"g52727",1848,1034,1281,548,484,517
"g52755",63,38,46,72,48,74
"g52835",2,0,0,8,12,12
"g52823",332,289,265,161,80,146
"g52837",1178,951,594,1280,821,812
"g52839",277,385,269,474,469,520
"g52857",8,7,2,86,62,74
"g52879",43,29,45,138,63,123
"g52888",65,108,92,771,622,767
"g52875",24411,11540,15037,9373,2935,6847
"g52890",1704,1403,1239,1871,972,1439
"g52918",82,75,68,130,77,102
"g52928",487,351,304,148,116,131
"g52926",235,204,193,337,328,325
"g52986",31,31,38,105,57,73
"g53009",18,0,11,260,74,128
"g53010",42,8,16,179,33,61
"g53037",2,2,3,17,15,14
"g53053",754,579,584,597,903,769
"g53084",0,0,2,15,16,18
"g53085",0,1,0,26,0,19
"g53086",2,0,0,24,34,44
"g53088",0,0,0,4,5,6
"g53103",0,0,13,260,190,282
"g53104",4,0,0,202,71,187
"g53105",499,473,684,1023,642,1024
"g53115",1393,1032,928,1687,1019,1223
"g53137",0,0,0,38,26,33
"g53138",0,0,0,7,8,15
"g53139",1260,1288,936,507,327,480
"g53171",24,32,33,76,53,40
"g53168",265,119,119,789,714,603
"g53180",0,0,0,19,6,5
"g53176",6,9,5,87,63,64
"g53198",573,398,376,823,448,542
"g53202",734,484,461,234,197,202
"g53216",2009,1444,1406,1590,1329,1620
"g53214",386,300,308,400,304,433
"g53305",289,121,192,274,183,233
"g53348",11,2,7,22,10,22
"g53383",216,208,195,90,70,72
"g53390",133,87,105,293,199,212
"g53391",57,33,30,112,53,67
"g53392",140,59,78,219,86,194
"g53395",236,191,159,95,76,82
"g53412",20,17,12,50,40,28
"g53435",35,43,15,94,202,87
"g53446",0,0,0,12,12,7
"g53474",134,104,98,148,147,174
"g53496",8,0,16,64,37,40
"g53501",30,19,13,61,53,69
"g53528",50,25,50,63,60,72
"g53537",55,32,23,155,122,103
"g53549",197,108,177,226,131,202
"g53555",182,102,83,299,140,179
"g53559",564,427,436,146,155,171
"g53563",156,115,63,244,92,136
"g53589",329,158,183,324,255,324
"g53603",108,37,76,104,74,111
"g53602",441,252,315,409,365,471
"g53605",1859,1240,1242,837,384,710
"g53650",0,0,0,25,9,15
"g53667",6,3,10,39,31,11
"g53690",0,0,0,30,50,31
"g53687",95,174,101,2869,3171,3493
"g53727",10,27,10,132,93,122
"g53734",323,157,160,294,205,250
"g53736",66,53,45,148,119,134
"g53739",264,193,174,94,72,83
"g53728",54,49,45,375,207,217
"g53730",288,310,266,1523,897,1103
"g53732",882,880,696,3498,2529,3113
"g53743",0,0,0,142,61,87
"g53747",2144,1399,1405,663,531,522
"g53750",234,162,128,198,358,204
"g53754",804,592,602,870,494,642
"g53755",103,80,69,230,145,179
"g53763",249,95,141,452,324,459
"g53771",27,23,28,85,46,39
"g53777",270,241,206,466,296,403
"g53778",776,522,557,256,174,187
"g53780",40,106,41,194,98,133
"g53781",100,188,64,287,203,189
"g53782",98,148,68,174,113,162
"g53784",144,162,99,182,202,125
"g53791",212,166,190,220,167,190
"g53843",0,0,0,8,7,4
"g53848",0,0,0,22,11,18
"g53880",73,31,51,226,103,81
"g53881",82,14,49,263,84,70
"g53888",12,6,17,171,53,73
"g53893",0,0,10,189,68,76
"g53877",500,129,118,5468,466,848
"g53916",134,160,76,392,336,281
"g53917",117,204,85,483,437,367
"g53920",330,320,230,373,259,375
"g53943",29,25,10,45,29,51
"g53949",612,440,414,688,580,586
"g53959",229,149,149,212,260,230
"g53985",13,25,7,223,156,149
"g53986",3984,2199,2119,3789,1853,2496
"g53995",6,0,2,52,10,13
"g54080",393,299,302,95,126,120
"g54091",45,38,41,56,99,70
"g54094",64,159,67,222,272,231
"g54096",39,55,68,262,191,186
"g54116",16,11,0,38,69,29
"g54128",719,542,561,974,1179,1002
"g54152",181,105,93,202,144,141
"g54153",0,0,0,59,33,51
"g54171",0,0,0,46,34,27
"g54157",29,35,29,98,103,137
"g54158",139,69,107,254,123,165
"g54159",456,413,470,797,454,584
"g54205",261,195,187,323,275,302
"g54263",3,0,4,11,26,18
"g54245",211,235,190,337,329,408
"g54276",0,0,3,16,15,8
"g54277",296,355,226,451,389,398
"g54326",5,9,4,30,6,25
"g54337",1,0,0,7,8,4
"g54345",77,98,30,122,285,132
"g54375",107,96,68,139,77,100
"g54390",5,4,3,25,16,22
"g54410",7,0,0,109,0,76
"g54408",3,0,7,16,24,16
"g54413",221,195,210,217,221,197
"g54445",37,11,20,55,48,44
"g54442",75,40,46,112,107,124
"g54466",181,121,106,63,48,45
"g54467",181,144,166,87,41,55
"g54479",896,755,745,431,242,421
"g54487",0,0,0,14,15,25
"g54499",185,46,103,1235,354,1002
"g54536",68,54,91,145,181,150
"g54535",307,209,256,267,235,248
"g54538",136,80,58,116,161,174
"g54585",41,22,0,239,90,170
"g54586",22,60,22,106,75,89
"g54600",138,89,109,202,96,111
"g54646",452,290,260,774,653,481
"g54762",0,0,0,8,14,16
"g54768",24,40,73,87,92,99
"g54881",114,48,65,133,119,136
"g54922",148,44,78,467,31,274
"g55002",126,157,96,229,158,231
"g55005",116,59,118,162,105,97
"g55021",49,77,46,144,70,100
"g55028",6,5,6,63,71,64
"g55076",308,171,193,84,68,77
"g55078",1008,986,858,516,321,342
"g55124",6,6,23,34,37,33
"g55146",0,0,0,18,9,23
"g55148",669,612,791,1620,1791,1811
"g55150",136,183,136,306,265,270
"g55151",198,170,203,97,45,58
"g55160",0,0,0,35,5,19
"g55238",134,118,104,215,118,190
"g55247",51,21,24,101,73,61
"g55253",2,0,5,15,9,16
"g55259",97,74,128,225,131,207
"g55262",38,22,28,95,66,59
"g55264",266,226,204,291,188,218
"g55312",35,49,26,105,56,76
"g55325",4,6,0,26,22,20
"g55342",0,0,0,15,16,8
"g55345",169,175,134,77,50,69
"g55363",28,47,33,65,56,61
"g55366",0,0,9,129,36,98
"g55391",129,194,190,368,178,360
"g55432",19,6,18,36,20,34
"g55450",0,0,0,8,15,18
"g55464",17,0,5,39,38,30
"g55472",246,160,196,106,65,91
"g55467",369,363,252,664,539,648
"g55517",21,26,30,69,32,69
"g55518",36,21,13,48,32,46
"g55519",582,253,365,540,289,489
"g55525",0,0,0,320,144,219
"g55543",167,124,174,169,219,250
"g55563",20,14,16,35,25,29
"g55565",11,6,6,29,21,25
"g55578",0,0,0,12,9,6
"g55583",38,38,45,643,128,268
"g55590",0,0,0,19,15,9
"g55628",0,0,0,33,28,20
"g55642",0,0,0,9,17,18
"g55656",0,0,0,16,6,13
"g55722",40,23,19,112,85,86
"g55721",279,85,154,436,218,241
"g55739",0,11,34,121,71,63
"g55746",42,30,22,192,225,282
"g55747",0,0,0,228,129,297
"g55765",0,0,3,163,103,245
"g55801",2,5,19,346,355,436
"g55803",7,0,7,73,54,30
"g55802",141,137,177,753,251,517
"g55811",126,85,95,155,117,169
"g55812",42,49,26,71,55,45
"g55806",8,0,0,142,6,211
"g55810",33,34,20,96,70,87
"g55827",0,0,0,17,6,6
"g55854",23,27,29,84,109,88
"g55858",0,0,0,18,8,15
"g55869",3,0,0,13,10,20
"g55889",271,178,130,328,126,253
"g55895",44,22,38,50,44,66
"g55910",2,0,10,36,16,19
"g55940",452,344,270,167,143,124
"g55947",151,183,111,325,696,328
"g55987",0,0,10,98,93,55
"g56020",181,72,116,49,33,42
"g56026",0,0,0,35,27,16
"g56033",179,173,159,237,147,153
"g56035",443,252,347,865,908,1161
"g56036",207,92,122,516,298,444
"g56046",1,0,0,5,5,6
"g56073",0,0,0,34,24,13
"g56100",0,4,4,19,16,8
"g56110",349,372,424,184,143,170
"g56127",21,19,14,108,66,98
"g56146",0,0,0,12,13,15
"g56155",213,175,166,590,480,482
"g56160",134,161,116,69,25,50
"g56163",502,381,314,527,267,372
"g56165",425,462,468,812,1061,957
"g56175",0,0,0,58,47,39
"g56181",10,15,25,127,74,69
"g56182",20,0,12,43,43,56
"g56173",0,0,0,27,9,26
"g56174",1173,1511,920,2226,2226,2088
"g56224",1874,1323,1293,2338,2103,2214
"g56231",0,2,0,22,14,7
"g56244",546,399,418,524,496,502
"g56248",118,98,83,217,104,124
"g56251",1305,906,834,1423,1202,1484
"g56259",0,0,0,14,10,10
"g56299",3,3,2,12,18,14
"g56348",522,539,515,306,123,236
"g56350",486,392,470,710,423,602
"g56351",45,34,29,58,51,108
"g56352",1417,1109,1307,2729,3113,3380
"g56359",186,133,160,75,28,66
"g56401",0,0,0,30,10,23
"g56422",169,121,98,47,41,42
"g56456",47,41,60,92,71,119
"g56529",5,0,5,15,12,13
"g56533",197,132,138,273,156,145
"g56562",116,152,119,383,157,250
"g56605",0,5,3,20,10,12
"g56633",713,444,439,615,421,576
"g56639",46,35,32,50,66,41
"g56644",38,45,60,61,122,81
"g56648",32,22,26,42,44,44
"g56658",110,106,56,4053,3297,3970
"g56660",96,102,86,3149,2498,3018
"g56661",16,6,0,375,197,323
"g56662",10,14,0,448,227,349
"g56657",1988,2860,1519,24333,19825,24881
"g56668",35,80,54,113,153,128
"g56671",231,269,201,108,83,55
"g56673",1120,714,758,431,193,316
"g56699",25,55,9,262,371,150
"g56734",23,28,55,73,57,99
"g56731",422,210,239,607,233,273
"g56738",575,395,465,169,124,182
"g56778",0,0,0,22,8,9
"g56786",21,11,29,42,38,64
"g56839",50,20,16,112,72,84
"g56881",48,13,24,49,33,69
"g56908",0,0,0,14,16,12
"g56930",332,157,243,109,61,108
"g56939",6,8,8,21,19,25
"g56974",91,82,54,125,96,95
"g56999",0,0,0,37,11,23
"g57021",0,0,0,7,14,10
"g57027",1,0,1,11,3,10
"g57051",384,139,238,402,201,388
"g57061",253,282,219,452,284,339
"g57065",0,0,0,46,27,18
"g57068",94,92,86,298,148,185
"g57069",61,74,72,253,142,200
"g57076",346,128,136,498,201,269
"g57078",56,60,44,155,65,101
"g57099",491,344,319,836,370,715
"g57103",655,374,340,556,374,404
"g57118",53,58,23,80,50,90
"g57153",92,57,72,160,54,96
"g57182",1,0,1,6,15,4
"g57185",1,0,2,28,14,11
"g57186",16,32,22,75,116,135
"g57225",6,3,0,31,11,13
"g57280",144,45,100,461,129,608
"g57396",165,21,167,356,132,283
"g57399",23,3,18,79,28,108
"g57450",751,469,508,291,149,190
"g57446",108,68,46,192,107,146
"g57451",1112,989,849,582,397,523
"g57481",122,142,95,186,167,238
"g57520",118,57,116,161,119,197
"g57533",0,0,0,18,8,11
"g57535",0,0,0,30,17,12
"g57538",518,292,286,925,471,726
"g57563",232,224,117,477,189,215
"g57558",55,22,44,499,184,357
"g57559",303,212,225,1499,718,900
"g57572",112,45,58,166,65,134
"g57595",548,439,291,668,356,418
"g57609",93,107,80,430,285,322
"g57610",1315,1173,932,2015,1110,1319
"g57621",267,153,107,294,253,265
"g57627",416,331,345,180,141,182
"g57631",22,49,42,368,273,330
"g57629",1037,1067,813,1639,1595,1694
"g57630",19,26,29,145,96,139
"g57647",18,7,0,46,59,34
"g57670",360,243,313,413,222,374
"g57685",65,182,77,501,478,438
"g57687",27,83,8,161,94,92
"g57690",20,29,30,86,50,44
"g57697",1137,2018,1435,2598,6986,4688
"g57719",98,77,36,202,50,133
"g57723",154,182,114,56,52,54
"g57734",29,13,35,142,74,67
"g57736",14,8,6,53,25,26
"g57762",0,0,0,80,36,100
"g57823",14,0,24,64,41,84
"g57833",1897,1841,1507,1670,2387,1986
"g57834",688,367,426,401,675,714
"g57844",1578,1115,1112,532,402,489
"g57855",0,0,0,21,16,17
"g57868",6,0,0,31,40,38
"g57892",733,438,535,848,416,659
"g57919",378,179,219,321,240,288
"g57964",19,8,28,94,30,67
"g57967",244,184,223,70,56,94
"g57987",337,258,303,173,110,133
"g58008",4,0,0,23,22,20
"g58018",964,524,524,355,150,240
"g58024",1932,1162,769,625,329,325
"g58052",0,0,2,16,12,16
"g58083",0,0,0,18,5,11
"g58085",187,39,199,474,96,376
"g58086",73,14,73,348,134,326
"g58092",0,0,0,3,12,6
"g58121",0,0,0,4,18,11
"g58179",172,140,156,205,196,179
"g58181",54,35,36,106,77,87
"g58189",4,0,0,23,21,23
"g58221",2,0,0,21,12,17
"g58277",0,0,0,136,247,233
"g58295",2,6,0,15,21,19
"g58332",74,57,84,160,161,166
"g58356",512,367,468,605,647,611
"g58393",193,113,119,193,213,194
"g58407",147,37,125,276,77,193
"g58456",3,0,2,52,22,36
"g58513",134,80,87,279,71,127
"g58530",45,23,43,193,35,172
"g58529",430,203,340,865,299,699
"g58549",120,73,51,79,115,129
"g58630",144,268,139,688,456,658
"g58632",39,99,38,336,320,276
"g58673",108,84,30,119,109,93
"g58714",9,16,0,45,20,50
"g58713",10,2,2,28,14,29
"g58727",0,0,0,51,33,22
"g58745",448,616,490,716,417,783
"g58752",0,0,0,15,11,15
"g58750",832,495,767,350,278,218
"g58796",193,196,135,94,54,70
"g58800",13,19,13,151,109,148
"g58813",47,7,11,104,42,53
"g58827",21,34,24,63,35,44
"g58845",449,341,256,196,118,125
"g58909",13,2,0,101,6,12
"g58928",245,121,169,85,52,75
"g58939",167,232,107,277,423,241
"g58948",1931,1891,1395,2088,1805,1980
"g58970",0,3,0,13,24,11
"g58983",73,57,64,170,49,125
"g58999",205,489,152,570,1424,592
"g59078",3,0,0,50,18,32
"g59091",2,0,2,15,19,17
"g59160",8,13,16,47,48,51
"g59172",0,0,0,3,6,5
"g59179",116,101,106,119,98,111
"g59239",0,0,0,34,18,21
"g59256",280,185,220,609,439,501
"g59273",314,315,386,572,439,700
"g59278",606,510,448,224,188,226
"g59313",29,8,19,66,35,48
"g59321",24,18,42,128,25,68
"g59315",0,0,0,13,5,6
"g59307",430,411,282,225,119,136
"g59310",311,194,182,136,57,86
"g59306",106,78,90,148,100,121
"g59336",8,15,8,32,48,10
"g59351",0,0,0,22,15,23
"g59352",29,3,12,155,36,58
"g59367",1414,739,931,417,440,390
"g59372",175,136,110,190,96,174
"g59382",82,22,37,141,77,97
"g59411",0,0,0,97,137,140
"g59412",0,0,0,28,24,34
"g59413",3,6,9,39,61,47
"g59435",2,0,3,13,13,10
"g59471",0,0,0,30,20,29
"g59470",7,0,0,145,45,133
"g59472",166,147,253,625,449,770
"g59473",1267,910,725,1017,807,885
"g59476",352,296,298,199,115,130
"g59479",723,566,544,1527,734,1059
"g59482",0,0,0,60,9,38
"g59481",182,121,132,299,170,331
"g59483",86,102,74,229,169,266
"g59490",319,199,156,1098,794,772
"g59491",74,33,73,342,107,283
"g59619",20,13,31,70,48,68
"g59681",0,0,0,10,4,3
"g59684",244,173,155,94,54,46
"g59688",272,215,178,284,207,227
"g59736",23,17,36,93,31,83
"g59769",2577,1738,1886,2603,1352,1882
"g59786",257,64,153,375,141,319
"g59801",40,12,24,45,75,93
"g59818",142,105,119,401,124,199
"g59804",28,12,14,43,32,63
"g59831",139,75,53,137,97,108
"g59844",48,32,21,46,73,84
"g59850",0,0,0,20,8,10
"g59860",336,224,253,161,65,106
"g59880",1,0,2,8,5,8
"g59921",0,0,0,8,11,3
"g59930",95,45,36,113,90,122
"g59932",87,64,76,231,150,159
"g59914",244,130,128,297,157,175
"g59942",0,0,0,33,38,13
"g59945",97,95,69,183,154,326
"g59946",0,0,0,18,11,20
"g59949",380,258,373,456,376,636
"g59950",637,561,691,298,214,334
"g59956",105,118,94,269,177,272
"g59967",66,34,53,164,118,173
"g59972",268,227,204,145,65,66
"g59974",75,82,64,133,227,107
"g59978",646,741,457,3083,2593,2333
"g59983",0,0,0,72,27,67
"g59984",22,30,11,727,420,559
"g59980",714,585,549,619,504,529
"g59981",146,48,81,558,291,492
"g59982",115,38,59,966,645,886
"g59996",108,114,68,39,25,35
"g59999",93,64,40,135,148,157
"g60009",0,0,0,54,40,54
"g60010",1151,924,826,1224,1308,1178
"g60014",0,0,0,5,5,10
"g60012",148,205,225,93,52,72
"g60038",3,3,7,46,98,65
"g60040",425,387,366,203,154,154
"g60061",2134,1263,1348,775,393,596
"g60088",0,3,0,27,22,18
"g60071",0,0,0,59,22,17
"g60064",79,54,60,137,123,133
"g60096",867,468,483,769,482,570
"g60106",615,574,407,599,479,445
"g60114",504,280,296,216,85,120
"g60121",55,30,34,64,35,54
"g60122",34,30,18,42,40,39
"g60129",250,264,216,89,82,119
"g60138",227,186,158,303,223,237
"g60137",148,107,81,174,85,128
"g60139",308,212,126,365,328,335
"g60142",137,122,98,47,34,54
"g60152",297,240,273,125,96,115
"g60146",0,0,4,63,73,54
"g60167",3,2,0,21,30,16
"g60188",15,21,8,44,31,29
"g60209",14,11,17,65,10,36
"g60210",27,14,13,54,19,48
"g60228",1119,912,764,1725,1168,1102
"g60240",64,48,27,87,57,62
"g60246",224,162,236,330,292,385
"g60257",128,68,83,422,176,234
"g60259",5,1,6,15,9,14
"g60273",1687,1432,1166,2643,1329,1827
"g60275",1000,665,755,383,346,378
"g60267",38,20,25,38,70,58
"g60272",3084,2474,2552,1419,740,1108
"g60274",73,104,48,403,194,322
"g60295",70,37,74,185,124,194
"g60296",172,182,146,93,28,55
"g60297",231,242,168,104,73,74
"g60327",341,229,313,382,193,412
"g60339",78,77,97,175,192,189
"g60340",82,124,91,189,173,175
"g60344",59,73,57,167,261,180
"g60343",61,93,47,169,176,138
"g60345",621,463,526,276,190,291
"g60347",0,0,0,19,20,18
"g60357",152,121,106,178,154,104
"g60362",0,0,0,68,32,53
"g60363",0,0,0,122,90,83
"g60364",0,0,0,15,9,13
"g60365",0,0,0,26,5,19
"g60367",1,6,0,17,12,18
"g60368",524,227,244,566,277,363
"g60373",2,12,3,62,42,40
"g60376",855,707,567,359,202,324
"g60379",395,227,290,931,1049,1159
"g60380",809,639,657,806,827,813
"g60377",66,74,79,384,418,468
"g60388",0,0,0,20,6,14
"g60389",434,335,256,668,409,477
"g60391",1388,1064,1037,1585,1859,1716
"g60401",48,35,23,65,51,55
"g60420",943,596,546,782,555,655
"g60427",0,0,0,26,18,11
"g60426",0,0,0,15,8,15
"g60428",292,247,279,139,62,98
"g60464",27,25,36,42,41,53
"g60451",250,153,183,228,154,262
"g60469",58,44,46,62,47,73
"g60507",4,0,0,19,11,15
"g60502",344,261,254,105,102,89
"g60500",482,326,299,553,307,372
"g60498",724,739,763,445,282,359
"g60515",260,276,226,80,86,111
"g60518",55,111,72,128,184,111
"g60554",3,3,1,23,18,18
"g60528",1588,998,1194,735,528,591
"g60563",15,6,2,35,48,32
"g60641",43,56,27,172,156,169
"g60642",23,50,28,109,78,138
"g60643",329,381,327,628,637,629
"g60732",28,25,34,59,58,102
"g60722",0,0,0,107,34,70
"g60720",309,322,229,138,103,122
"g60735",0,0,0,13,5,8
"g60741",1111,661,672,392,250,275
"g60745",226,192,205,125,51,87
"g60758",17,21,22,103,53,71
"g60759",22,22,26,104,61,116
"g60757",140,94,70,336,166,169
"g60754",556,437,346,273,146,218
"g60755",175,163,111,362,171,243
"g60761",291,185,158,500,322,486
"g60763",632,518,438,163,202,205
"g60766",714,729,584,395,277,281
"g60782",599,442,503,245,158,192
"g60791",0,0,0,6,10,7
"g60830",195,161,137,150,259,239
"g60831",354,224,248,124,88,121
"g60840",3,3,2,21,3,11
"g60845",1511,1114,1062,360,483,403
"g60846",3645,2697,2603,1219,720,1127
"g60847",352,295,234,967,719,771
"g60849",1897,1373,1331,873,705,816
"g60851",329,231,183,316,219,238
"g60856",194,179,181,222,163,207
"g60861",35,38,44,194,95,117
"g60903",0,0,0,44,21,27
"g60912",392,350,349,223,123,152
"g60913",498,346,402,209,121,207
"g60915",45,17,37,84,30,84
"g60918",143,128,115,191,158,126
"g60938",1650,1240,1331,690,410,580
"g60939",443,258,249,436,341,348
"g60949",0,4,0,34,36,40
"g60951",126,135,80,403,314,336
"g60952",0,0,0,45,13,38
"g60984",8,0,0,35,21,17
"g60979",0,0,0,14,10,18
"g60980",288,192,212,110,65,58
"g61022",0,0,0,49,45,59
"g61042",0,0,0,6,13,6
"g61053",114,94,87,1261,542,847
"g61080",515,344,277,467,527,423
"g61113",222,163,168,83,40,64
"g61133",4,0,0,21,21,8
"g61151",250,151,163,81,65,73
"g61152",261,223,203,130,77,116
"g61153",69,66,64,93,108,62
"g61157",54,65,21,1838,1038,1394
"g61171",28,66,39,180,133,190
"g61172",1217,1385,1009,1523,991,1151
"g61158",80,109,67,1722,488,933
"g61159",0,0,0,61,29,46
"g61160",56,116,23,983,190,410
"g61161",11848,9831,7946,17129,9004,11525
"g61166",1202,824,726,375,244,336
"g61168",814,723,712,329,259,300
"g61173",0,0,0,116,53,67
"g61174",6918,6374,4939,15152,8527,11559
"g61183",692,342,385,224,146,161
"g61194",531,295,295,549,352,383
"g61197",833,779,886,916,597,811
"g61202",31,16,12,43,30,37
"g61216",0,0,0,17,7,13
"g61219",29,20,17,36,34,45
"g61222",486,444,395,540,417,451
"g61226",355,247,219,117,51,113
"g61228",41,44,23,204,149,192
"g61229",1381,843,900,1789,1258,1415
"g61233",19,13,9,67,16,19
"g61239",209,122,159,76,59,59
"g61246",355,133,176,211,321,286
"g61247",21,23,33,76,76,61
"g61248",172,106,165,189,202,239
"g61251",654,569,647,333,167,294
"g61252",416,283,321,215,126,117
"g61256",1,3,1,13,8,5
"g61280",201,101,133,76,31,44
"g61284",44,20,8,64,57,45
"g61285",0,2,0,27,6,4
"g61306",306,269,284,367,215,345
"g61319",226,273,162,726,546,653
