Orthogroup	Pocillopora_acuta_protein	Mcap.protein
OG0010011	g35607	augustus.g39236.t1
OG0010012	g9125	augustus.g39252.t1
OG0010013	g38261	augustus.g39265.t1
OG0010014	g38262	augustus.g39266.t1
OG0010015	g38263	augustus.g39267.t1
OG0010016	g38264	augustus.g39268.t1
OG0010017	g38276	augustus.g39275.t1
OG0010018	g38279	augustus.g39276.t1
OG0010019	g38296	augustus.g39282.t1
OG0010020	g38301	augustus.g39287.t1
OG0010021	g38302	augustus.g39288.t1
OG0010022	g38303	augustus.g39289.t1
OG0010023	g38793	augustus.g39398.t1
OG0010024	g16548	augustus.g39399.t1
OG0010025	g53347	augustus.g39400.t1
OG0010026	g36327	augustus.g39401.t1
OG0010027	g36319	augustus.g39404.t1
OG0010028	g36317	augustus.g39405.t1
OG0010029	g16564	augustus.g39407.t1
OG0010030	g16643	augustus.g39408.t1
OG0010031	g16640	augustus.g39409.t1
OG0010032	g16639	augustus.g39410.t1
OG0010033	g16638	augustus.g39411.t1
OG0010034	g16637	augustus.g39412.t1
OG0010035	g16629	augustus.g39415.t1
OG0010036	g16615	augustus.g39417.t1
OG0010037	g1107	augustus.g39419.t1
OG0010038	g16609	augustus.g39420.t1
OG0010039	g16608	augustus.g39421.t1
OG0010040	g16605	augustus.g39423.t1
OG0010041	g2442	augustus.g39424.t1
OG0010042	g2432	augustus.g39426.t1
OG0010043	g2431	augustus.g39427.t1
OG0010044	g2424	augustus.g39429.t1
OG0010045	g2422	augustus.g39430.t1
OG0010046	g2420	augustus.g39431.t1
OG0010047	g2419	augustus.g39432.t1
OG0010048	g2376	augustus.g39433.t1
OG0010049	g2378	augustus.g39434.t1
OG0010050	g2383	augustus.g39435.t1
OG0010051	g2388	augustus.g39438.t1
OG0010052	g2387	augustus.g39439.t1
OG0010053	g2395	augustus.g39443.t1
OG0010054	g2400	augustus.g39444.t1
OG0010055	g2405	augustus.g39446.t1
OG0010056	g2413	augustus.g39447.t1
OG0010057	g2414	augustus.g39448.t1
OG0010058	g1104	augustus.g39449.t1
OG0010059	g12339	augustus.g39467.t1
OG0010060	g6800	augustus.g39478.t1
OG0010061	g28303	augustus.g39481.t1
OG0010062	g3341	augustus.g39515.t1
OG0010063	g3339	augustus.g39517.t1
OG0010064	g51925	augustus.g39526.t1
OG0010065	g33587	augustus.g39538.t1
OG0010066	g13435	augustus.g3954.t1
OG0010067	g28293	augustus.g39542.t1
OG0010068	g13436	augustus.g3955.t1
OG0010069	g19966	augustus.g39554.t1
OG0010070	g19958	augustus.g39557.t1
OG0010071	g13437	augustus.g3956.t1
OG0010072	g31292	augustus.g39591.t1
OG0010073	g31288	augustus.g39592.t1
OG0010074	g31281	augustus.g39596.t1
OG0010075	g31276	augustus.g39597.t1
OG0010076	g31278	augustus.g39598.t1
OG0010077	g856	augustus.g39599.t1
OG0010078	g19945	augustus.g39602.t1
OG0010079	g39495	augustus.g39605.t1
OG0010080	g22692	augustus.g39609.t1
OG0010081	g13441	augustus.g3961.t1
OG0010082	g22696	augustus.g39610.t1
OG0010083	g22699	augustus.g39612.t1
OG0010084	g22703	augustus.g39616.t1
OG0010085	g22709	augustus.g39622.t1
OG0010086	g21710	augustus.g39624.t1
OG0010087	g4928	augustus.g39625.t1
OG0010088	g4927	augustus.g39628.t1
OG0010089	g4930	augustus.g39629.t1
OG0010090	g56633	augustus.g39630.t1
OG0010091	g4933	augustus.g39631.t1
OG0010092	g13444	augustus.g3964.t1
OG0010093	g4738	augustus.g39640.t1
OG0010094	g2626	augustus.g39658.t1
OG0010095	g2605	augustus.g39662.t1
OG0010096	g9558	augustus.g39673.t1
OG0010097	g9556	augustus.g39676.t1
OG0010098	g9551	augustus.g39679.t1
OG0010099	g9550	augustus.g39680.t1
OG0010100	g9546	augustus.g39681.t1
OG0010101	g9540	augustus.g39682.t1
OG0010102	g9535	augustus.g39684.t1
OG0010103	g9530	augustus.g39685.t1
OG0010104	g9528	augustus.g39687.t1
OG0010105	g10328	augustus.g39689.t1
OG0010106	g9519	augustus.g39691.t1
OG0010107	g9516	augustus.g39692.t1
OG0010108	g9509	augustus.g39694.t1
OG0010109	g9507	augustus.g39696.t1
OG0010110	g29283	augustus.g39697.t1
OG0010111	g32388	augustus.g39705.t1
OG0010112	g48867	augustus.g39717.t1
OG0010113	g48866	augustus.g39718.t1
OG0010114	g48863	augustus.g39719.t1
OG0010115	g59212	augustus.g39723.t1
OG0010116	g32972	augustus.g39754.t1
OG0010117	g50731	augustus.g39755.t1
OG0010118	g50732	augustus.g39760.t1
OG0010119	g50734	augustus.g39761.t1
OG0010120	g50735	augustus.g39762.t1
OG0010121	g32221	augustus.g39773.t1
OG0010122	g3627	augustus.g39838.t1
OG0010123	g62243	augustus.g39843.t1
OG0010124	g62237	augustus.g39845.t1
OG0010125	g3558	augustus.g39847.t1
OG0010126	g3559	augustus.g39856.t1
OG0010127	g3563	augustus.g39875.t1
OG0010128	g30460	augustus.g39876.t1
OG0010129	g30456	augustus.g39879.t1
OG0010130	g30452	augustus.g39884.t1
OG0010131	g12100	augustus.g39894.t1
OG0010132	g10931	augustus.g39905.t1
OG0010133	g35808	augustus.g39909.t1
OG0010134	g13122	augustus.g3991.t1
OG0010135	g35821	augustus.g39911.t1
OG0010136	g35827	augustus.g39920.t1
OG0010137	g35832	augustus.g39922.t1
OG0010138	g35836	augustus.g39923.t1
OG0010139	g35846	augustus.g39924.t1
OG0010140	g35850	augustus.g39926.t1
OG0010141	g9394	augustus.g39927.t1
OG0010142	g9398	augustus.g39928.t1
OG0010143	g9400	augustus.g39929.t1
OG0010144	g9406	augustus.g39934.t1
OG0010145	g10917	augustus.g39935.t1
OG0010146	g17052	augustus.g39936.t1
OG0010147	g27858	augustus.g39949.t1
OG0010148	g34632	augustus.g39960.t1
OG0010149	g63031	augustus.g39967.t1
OG0010150	g18018	augustus.g39974.t1
OG0010151	g63026	augustus.g39976.t1
OG0010152	g63024	augustus.g39978.t1
OG0010153	g63021	augustus.g39979.t1
OG0010154	g63020	augustus.g39980.t1
OG0010155	g63016	augustus.g39988.t1
OG0010156	g63011	augustus.g39995.t1
OG0010157	g63005	augustus.g39997.t1
OG0010158	g63002	augustus.g39999.t1
OG0010159	g6425	augustus.g4.t1
OG0010160	g13127	augustus.g4000.t1
OG0010161	g62998	augustus.g40007.t1
OG0010162	g1607	augustus.g40025.t1
OG0010163	g24511	augustus.g40033.t1
OG0010164	g24512	augustus.g40034.t1
OG0010165	g24513	augustus.g40036.t1
OG0010166	g24514	augustus.g40037.t1
OG0010167	g24515	augustus.g40038.t1
OG0010168	g24517	augustus.g40039.t1
OG0010169	g24518	augustus.g40054.t1
OG0010170	g24521	augustus.g40066.t1
OG0010171	g24522	augustus.g40067.t1
OG0010172	g24523	augustus.g40068.t1
OG0010173	g62266	augustus.g40072.t1
OG0010174	g19274	augustus.g40095.t1
OG0010175	g17727	augustus.g40099.t1
OG0010176	g13287	augustus.g40117.t1
OG0010177	g13286	augustus.g40122.t1
OG0010178	g58356	augustus.g40127.t1
OG0010179	g32276	augustus.g40153.t1
OG0010180	g43814	augustus.g40185.t1
OG0010181	g52082	augustus.g40198.t1
OG0010182	g23283	augustus.g40261.t1
OG0010183	g29873	augustus.g40275.t1
OG0010184	g64088	augustus.g40289.t1
OG0010185	g64087	augustus.g40290.t1
OG0010186	g63533	augustus.g40300.t1
OG0010187	g44359	augustus.g40302.t1
OG0010188	g63569	augustus.g40305.t1
OG0010189	g16428	augustus.g40307.t1
OG0010190	g16427	augustus.g40308.t1
OG0010191	g14583	augustus.g40310.t1
OG0010192	g14584	augustus.g40311.t1
OG0010193	g14585	augustus.g40312.t1
OG0010194	g36656	augustus.g40313.t1
OG0010195	g36646	augustus.g40315.t1
OG0010196	g16414	augustus.g40316.t1
OG0010197	g16424	augustus.g40319.t1
OG0010198	g16425	augustus.g40320.t1
OG0010199	g16426	augustus.g40321.t1
OG0010200	g14582	augustus.g40324.t1
OG0010201	g14570	augustus.g40326.t1
OG0010202	g14568	augustus.g40329.t1
OG0010203	g14567	augustus.g40330.t1
OG0010204	g14566	augustus.g40331.t1
OG0010205	g14564	augustus.g40333.t1
OG0010206	g14557	augustus.g40339.t1
OG0010207	g14554	augustus.g40341.t1
OG0010208	g36642	augustus.g40343.t1
OG0010209	g36640	augustus.g40345.t1
OG0010210	g36637	augustus.g40346.t1
OG0010211	g36632	augustus.g40347.t1
OG0010212	g57892	augustus.g40348.t1
OG0010213	g39911	augustus.g40349.t1
OG0010214	g39917	augustus.g40354.t1
OG0010215	g39918	augustus.g40355.t1
OG0010216	g59783	augustus.g40366.t1
OG0010217	g14822	augustus.g40373.t1
OG0010218	g46489	augustus.g40380.t1
OG0010219	g39677	augustus.g40382.t1
OG0010220	g23847	augustus.g40384.t1
OG0010221	g23844	augustus.g40389.t1
OG0010222	g23842	augustus.g40390.t1
OG0010223	g23840	augustus.g40391.t1
OG0010224	g4985	augustus.g40428.t1
OG0010225	g4986	augustus.g40429.t1
OG0010226	g4991	augustus.g40431.t1
OG0010227	g4995	augustus.g40432.t1
OG0010228	g4997	augustus.g40433.t1
OG0010229	g5001	augustus.g40444.t1
OG0010230	g5003	augustus.g40445.t1
OG0010231	g5005	augustus.g40446.t1
OG0010232	g55020	augustus.g40447.t1
OG0010233	g55017	augustus.g40448.t1
OG0010234	g55015	augustus.g40449.t1
OG0010235	g55011	augustus.g40452.t1
OG0010236	g5006	augustus.g40453.t1
OG0010237	g5008	augustus.g40454.t1
OG0010238	g5010	augustus.g40455.t1
OG0010239	g5012	augustus.g40457.t1
OG0010240	g5014	augustus.g40459.t1
OG0010241	g5015	augustus.g40460.t1
OG0010242	g5017	augustus.g40461.t1
OG0010243	g5019	augustus.g40462.t1
OG0010244	g5021	augustus.g40463.t1
OG0010245	g5022	augustus.g40464.t1
OG0010246	g5023	augustus.g40469.t1
OG0010247	g5025	augustus.g40470.t1
OG0010248	g53920	augustus.g4051.t1
OG0010249	g21110	augustus.g40548.t1
OG0010250	g28405	augustus.g40627.t1
OG0010251	g23705	augustus.g40659.t1
OG0010252	g62452	augustus.g40673.t1
OG0010253	g62451	augustus.g40674.t1
OG0010254	g62450	augustus.g40677.t1
OG0010255	g34059	augustus.g40686.t1
OG0010256	g34058	augustus.g40687.t1
OG0010257	g34057	augustus.g40688.t1
OG0010258	g34033	augustus.g40701.t1
OG0010259	g19599	augustus.g40704.t1
OG0010260	g47524	augustus.g4071.t1
OG0010261	g21690	augustus.g40722.t1
OG0010262	g34030	augustus.g40747.t1
OG0010263	g34029	augustus.g40748.t1
OG0010264	g34025	augustus.g40749.t1
OG0010265	g34024	augustus.g40750.t1
OG0010266	g34021	augustus.g40751.t1
OG0010267	g14453	augustus.g40752.t1
OG0010268	g14455	augustus.g40753.t1
OG0010269	g14456	augustus.g40754.t1
OG0010270	g14458	augustus.g40755.t1
OG0010271	g33442	augustus.g40758.t1
OG0010272	g33432	augustus.g40759.t1
OG0010273	g57943	augustus.g40765.t1
OG0010274	g33427	augustus.g40768.t1
OG0010275	g33420	augustus.g40773.t1
OG0010276	g33419	augustus.g40774.t1
OG0010277	g33418	augustus.g40775.t1
OG0010278	g20778	augustus.g40779.t1
OG0010279	g46057	augustus.g40780.t1
OG0010280	g16286	augustus.g40825.t1
OG0010281	g14135	augustus.g40887.t1
OG0010282	g14142	augustus.g40900.t1
OG0010283	g3273	augustus.g40901.t1
OG0010284	g3271	augustus.g40902.t1
OG0010285	g3268	augustus.g40903.t1
OG0010286	g21666	augustus.g40908.t1
OG0010287	g33958	augustus.g4091.t1
OG0010288	g850	augustus.g40911.t1
OG0010289	g21681	augustus.g40913.t1
OG0010290	g21688	augustus.g40920.t1
OG0010291	g21696	augustus.g40927.t1
OG0010292	g21697	augustus.g40928.t1
OG0010293	g21698	augustus.g40929.t1
OG0010294	g21706	augustus.g40931.t1
OG0010295	g21665	augustus.g40932.t1
OG0010296	g21664	augustus.g40933.t1
OG0010297	g47862	augustus.g40941.t1
OG0010298	g47856	augustus.g40943.t1
OG0010299	g47849	augustus.g40949.t1
OG0010300	g49404	augustus.g4095.t1
OG0010301	g47848	augustus.g40950.t1
OG0010302	g40973	augustus.g40951.t1
OG0010303	g40966	augustus.g40953.t1
OG0010304	g45450	augustus.g40963.t1
OG0010305	g36572	augustus.g40968.t1
OG0010306	g501	augustus.g4097.t1
OG0010307	g24673	augustus.g40977.t1
OG0010308	g24674	augustus.g40978.t1
OG0010309	g24678	augustus.g40981.t1
OG0010310	g24701	augustus.g41053.t1
OG0010311	g24702	augustus.g41054.t1
OG0010312	g24703	augustus.g41056.t1
OG0010313	g24704	augustus.g41057.t1
OG0010314	g42555	augustus.g41063.t1
OG0010315	g22411	augustus.g4107.t1
OG0010316	g22484	augustus.g41115.t1
OG0010317	g22490	augustus.g41123.t1
OG0010318	g14140	augustus.g41129.t1
OG0010319	g14137	augustus.g41130.t1
OG0010320	g14112	augustus.g41162.t1
OG0010321	g14108	augustus.g41163.t1
OG0010322	g46977	augustus.g41169.t1
OG0010323	g14106	augustus.g41187.t1
OG0010324	g958	augustus.g41191.t1
OG0010325	g955	augustus.g41192.t1
OG0010326	g61696	augustus.g41206.t1
OG0010327	g61698	augustus.g41209.t1
OG0010328	g61700	augustus.g41210.t1
OG0010329	g56182	augustus.g41211.t1
OG0010330	g56186	augustus.g41212.t1
OG0010331	g21277	augustus.g41213.t1
OG0010332	g21279	augustus.g41215.t1
OG0010333	g21280	augustus.g41216.t1
OG0010334	g21282	augustus.g41218.t1
OG0010335	g21284	augustus.g41219.t1
OG0010336	g21290	augustus.g41220.t1
OG0010337	g21298	augustus.g41222.t1
OG0010338	g6172	augustus.g41224.t1
OG0010339	g6170	augustus.g41227.t1
OG0010340	g12327	augustus.g41231.t1
OG0010341	g32975	augustus.g41242.t1
OG0010342	g32983	augustus.g41243.t1
OG0010343	g32985	augustus.g41244.t1
OG0010344	g32987	augustus.g41245.t1
OG0010345	g12326	augustus.g41255.t1
OG0010346	g12341	augustus.g41263.t1
OG0010347	g12342	augustus.g41264.t1
OG0010348	g46541	augustus.g41283.t1
OG0010349	g46540	augustus.g41284.t1
OG0010350	g46547	augustus.g41285.t1
OG0010351	g21589	augustus.g41294.t1
OG0010352	g21588	augustus.g41295.t1
OG0010353	g27632	augustus.g41304.t1
OG0010354	g55885	augustus.g41308.t1
OG0010355	g55897	augustus.g41323.t1
OG0010356	g27605	augustus.g41328.t1
OG0010357	g48125	augustus.g41329.t1
OG0010358	g27607	augustus.g41332.t1
OG0010359	g27609	augustus.g41333.t1
OG0010360	g27627	augustus.g41341.t1
OG0010361	g27630	augustus.g41342.t1
OG0010362	g1230	augustus.g41344.t1
OG0010363	g40406	augustus.g41346.t1
OG0010364	g40352	augustus.g41351.t1
OG0010365	g40371	augustus.g41352.t1
OG0010366	g40376	augustus.g41353.t1
OG0010367	g45912	augustus.g41358.t1
OG0010368	g64368	augustus.g41387.t1
OG0010369	g51645	augustus.g41389.t1
OG0010370	g7543	augustus.g41390.t1
OG0010371	g7541	augustus.g41391.t1
OG0010372	g7538	augustus.g41396.t1
OG0010373	g7537	augustus.g41397.t1
OG0010374	g51681	augustus.g41398.t1
OG0010375	g51680	augustus.g41399.t1
OG0010376	g51673	augustus.g41403.t1
OG0010377	g51672	augustus.g41404.t1
OG0010378	g51671	augustus.g41405.t1
OG0010379	g51668	augustus.g41413.t1
OG0010380	g51667	augustus.g41414.t1
OG0010381	g51665	augustus.g41415.t1
OG0010382	g51663	augustus.g41417.t1
OG0010383	g51661	augustus.g41420.t1
OG0010384	g51658	augustus.g41422.t1
OG0010385	g19118	augustus.g41423.t1
OG0010386	g51654	augustus.g41425.t1
OG0010387	g51651	augustus.g41427.t1
OG0010388	g7547	augustus.g41428.t1
OG0010389	g7548	augustus.g41429.t1
OG0010390	g7551	augustus.g41431.t1
OG0010391	g7553	augustus.g41432.t1
OG0010392	g7559	augustus.g41435.t1
OG0010393	g7561	augustus.g41437.t1
OG0010394	g7568	augustus.g41442.t1
OG0010395	g20405	augustus.g41443.t1
OG0010396	g44580	augustus.g41448.t1
OG0010397	g44578	augustus.g41449.t1
OG0010398	g10350	augustus.g41453.t1
OG0010399	g10352	augustus.g41454.t1
OG0010400	g10353	augustus.g41455.t1
OG0010401	g48712	augustus.g41462.t1
OG0010402	g10360	augustus.g41463.t1
OG0010403	g36396	augustus.g41471.t1
OG0010404	g10371	augustus.g41489.t1
OG0010405	g10385	augustus.g41495.t1
OG0010406	g10386	augustus.g41496.t1
OG0010407	g31805	augustus.g41497.t1
OG0010408	g31812	augustus.g41501.t1
OG0010409	g31819	augustus.g41503.t1
OG0010410	g54270	augustus.g41539.t1
OG0010411	g8314	augustus.g41641.t1
OG0010412	g8315	augustus.g41642.t1
OG0010413	g8317	augustus.g41643.t1
OG0010414	g8318	augustus.g41644.t1
OG0010415	g8322	augustus.g41647.t1
OG0010416	g8324	augustus.g41649.t1
OG0010417	g8328	augustus.g41654.t1
OG0010418	g26995	augustus.g41655.t1
OG0010419	g26990	augustus.g41657.t1
OG0010420	g26989	augustus.g41660.t1
OG0010421	g26988	augustus.g41661.t1
OG0010422	g26987	augustus.g41662.t1
OG0010423	g26984	augustus.g41663.t1
OG0010424	g26960	augustus.g41664.t1
OG0010425	g26964	augustus.g41666.t1
OG0010426	g34368	augustus.g41668.t1
OG0010427	g34369	augustus.g41669.t1
OG0010428	g41542	augustus.g41670.t1
OG0010429	g41541	augustus.g41671.t1
OG0010430	g26957	augustus.g41673.t1
OG0010431	g26983	augustus.g41674.t1
OG0010432	g26982	augustus.g41675.t1
OG0010433	g26981	augustus.g41676.t1
OG0010434	g26980	augustus.g41677.t1
OG0010435	g26978	augustus.g41678.t1
OG0010436	g26977	augustus.g41679.t1
OG0010437	g5415	augustus.g41691.t1
OG0010438	g38667	augustus.g417.t1
OG0010439	g13586	augustus.g41730.t1
OG0010440	g13582	augustus.g41732.t1
OG0010441	g13579	augustus.g41733.t1
OG0010442	g25996	augustus.g41734.t1
OG0010443	g25997	augustus.g41736.t1
OG0010444	g25999	augustus.g41737.t1
OG0010445	g25983	augustus.g41738.t1
OG0010446	g25979	augustus.g41742.t1
OG0010447	g25972	augustus.g41749.t1
OG0010448	g25969	augustus.g41763.t1
OG0010449	g25965	augustus.g41766.t1
OG0010450	g25963	augustus.g41767.t1
OG0010451	g25958	augustus.g41768.t1
OG0010452	g25947	augustus.g41776.t1
OG0010453	g48834	augustus.g4178.t1
OG0010454	g10722	augustus.g41784.t1
OG0010455	g10725	augustus.g41785.t1
OG0010456	g10728	augustus.g41789.t1
OG0010457	g48831	augustus.g4179.t1
OG0010458	g10734	augustus.g41793.t1
OG0010459	g10737	augustus.g41794.t1
OG0010460	g10738	augustus.g41795.t1
OG0010461	g10740	augustus.g41796.t1
OG0010462	g53742	augustus.g41797.t1
OG0010463	g10760	augustus.g41798.t1
OG0010464	g59162	augustus.g41799.t1
OG0010465	g27603	augustus.g4182.t1
OG0010466	g58696	augustus.g41824.t1
OG0010467	g23648	augustus.g41830.t1
OG0010468	g23654	augustus.g41831.t1
OG0010469	g23659	augustus.g41832.t1
OG0010470	g23663	augustus.g41833.t1
OG0010471	g23668	augustus.g41837.t1
OG0010472	g25645	augustus.g41851.t1
OG0010473	g25650	augustus.g41854.t1
OG0010474	g48823	augustus.g4186.t1
OG0010475	g48821	augustus.g4187.t1
OG0010476	g48819	augustus.g4188.t1
OG0010477	g48817	augustus.g4189.t1
OG0010478	g3219	augustus.g41892.t1
OG0010479	g3222	augustus.g41895.t1
OG0010480	g3230	augustus.g41902.t1
OG0010481	g3244	augustus.g41905.t1
OG0010482	g35977	augustus.g4192.t1
OG0010483	g44818	augustus.g41930.t1
OG0010484	g44817	augustus.g41931.t1
OG0010485	g56228	augustus.g41933.t1
OG0010486	g56229	augustus.g41934.t1
OG0010487	g56230	augustus.g41935.t1
OG0010488	g13747	augustus.g41937.t1
OG0010489	g13749	augustus.g41938.t1
OG0010490	g13761	augustus.g41940.t1
OG0010491	g13763	augustus.g41942.t1
OG0010492	g14586	augustus.g41947.t1
OG0010493	g5249	augustus.g41948.t1
OG0010494	g5248	augustus.g41949.t1
OG0010495	g5244	augustus.g41951.t1
OG0010496	g5243	augustus.g41952.t1
OG0010497	g5241	augustus.g41953.t1
OG0010498	g5237	augustus.g41954.t1
OG0010499	g5236	augustus.g41955.t1
OG0010500	g53313	augustus.g41956.t1
OG0010501	g5228	augustus.g41959.t1
OG0010502	g5227	augustus.g41960.t1
OG0010503	g5224	augustus.g41961.t1
OG0010504	g5222	augustus.g41962.t1
OG0010505	g56247	augustus.g41964.t1
OG0010506	g56251	augustus.g41965.t1
OG0010507	g59891	augustus.g41966.t1
OG0010508	g5196	augustus.g41972.t1
OG0010509	g5197	augustus.g41973.t1
OG0010510	g5205	augustus.g41978.t1
OG0010511	g5207	augustus.g41982.t1
OG0010512	g15955	augustus.g41988.t1
OG0010513	g15956	augustus.g41989.t1
OG0010514	g15968	augustus.g41990.t1
OG0010515	g24211	augustus.g41997.t1
OG0010516	g24204	augustus.g41999.t1
OG0010517	g24203	augustus.g42000.t1
OG0010518	g24200	augustus.g42001.t1
OG0010519	g24194	augustus.g42006.t1
OG0010520	g24192	augustus.g42007.t1
OG0010521	g24187	augustus.g42009.t1
OG0010522	g24177	augustus.g42018.t1
OG0010523	g24162	augustus.g42032.t1
OG0010524	g46976	augustus.g4205.t1
OG0010525	g44841	augustus.g42058.t1
OG0010526	g35976	augustus.g42059.t1
OG0010527	g7193	augustus.g42098.t1
OG0010528	g60982	augustus.g42111.t1
OG0010529	g51410	augustus.g4217.t1
OG0010530	g49783	augustus.g42187.t1
OG0010531	g9407	augustus.g42209.t1
OG0010532	g27256	augustus.g42211.t1
OG0010533	g27250	augustus.g42214.t1
OG0010534	g27247	augustus.g42215.t1
OG0010535	g27241	augustus.g42216.t1
OG0010536	g27240	augustus.g42217.t1
OG0010537	g63422	augustus.g4222.t1
OG0010538	g10543	augustus.g42221.t1
OG0010539	g60468	augustus.g42236.t1
OG0010540	g60464	augustus.g42237.t1
OG0010541	g26859	augustus.g42238.t1
OG0010542	g39635	augustus.g42254.t1
OG0010543	g57411	augustus.g42268.t1
OG0010544	g3956	augustus.g42270.t1
OG0010545	g44027	augustus.g42274.t1
OG0010546	g44025	augustus.g42275.t1
OG0010547	g44015	augustus.g42282.t1
OG0010548	g23417	augustus.g42288.t1
OG0010549	g23420	augustus.g42289.t1
OG0010550	g63425	augustus.g4229.t1
OG0010551	g23422	augustus.g42290.t1
OG0010552	g23423	augustus.g42291.t1
OG0010553	g23424	augustus.g42292.t1
OG0010554	g3933	augustus.g42293.t1
OG0010555	g63351	augustus.g42296.t1
OG0010556	g63357	augustus.g42297.t1
OG0010557	g63361	augustus.g42299.t1
OG0010558	g25414	augustus.g42307.t1
OG0010559	g42931	augustus.g42332.t1
OG0010560	g42932	augustus.g42333.t1
OG0010561	g42938	augustus.g42335.t1
OG0010562	g42939	augustus.g42338.t1
OG0010563	g8151	augustus.g42339.t1
OG0010564	g8153	augustus.g42340.t1
OG0010565	g49248	augustus.g42352.t1
OG0010566	g48797	augustus.g4238.t1
OG0010567	g60980	augustus.g42396.t1
OG0010568	g6359	augustus.g42405.t1
OG0010569	g6356	augustus.g42407.t1
OG0010570	g6355	augustus.g42408.t1
OG0010571	g6354	augustus.g42409.t1
OG0010572	g6353	augustus.g42410.t1
OG0010573	g6352	augustus.g42412.t1
OG0010574	g6350	augustus.g42414.t1
OG0010575	g6347	augustus.g42415.t1
OG0010576	g6345	augustus.g42416.t1
OG0010577	g6343	augustus.g42421.t1
OG0010578	g6342	augustus.g42422.t1
OG0010579	g6341	augustus.g42423.t1
OG0010580	g6340	augustus.g42424.t1
OG0010581	g6337	augustus.g42425.t1
OG0010582	g6336	augustus.g42428.t1
OG0010583	g6335	augustus.g42429.t1
OG0010584	g29327	augustus.g4243.t1
OG0010585	g6332	augustus.g42430.t1
OG0010586	g44748	augustus.g42431.t1
OG0010587	g44756	augustus.g42432.t1
OG0010588	g44757	augustus.g42433.t1
OG0010589	g44780	augustus.g42434.t1
OG0010590	g25119	augustus.g42435.t1
OG0010591	g25117	augustus.g42436.t1
OG0010592	g25115	augustus.g42437.t1
OG0010593	g25113	augustus.g42438.t1
OG0010594	g29324	augustus.g4244.t1
OG0010595	g25104	augustus.g42446.t1
OG0010596	g29322	augustus.g4245.t1
OG0010597	g29315	augustus.g4246.t1
OG0010598	g29294	augustus.g4247.t1
OG0010599	g37493	augustus.g42488.t1
OG0010600	g37491	augustus.g42489.t1
OG0010601	g37487	augustus.g42490.t1
OG0010602	g37480	augustus.g42491.t1
OG0010603	g34177	augustus.g42494.t1
OG0010604	g34176	augustus.g42499.t1
OG0010605	g51695	augustus.g42528.t1
OG0010606	g2109	augustus.g4253.t1
OG0010607	g61612	augustus.g42535.t1
OG0010608	g35578	augustus.g42537.t1
OG0010609	g2108	augustus.g4254.t1
OG0010610	g2105	augustus.g4255.t1
OG0010611	g61642	augustus.g42552.t1
OG0010612	g2102	augustus.g4256.t1
OG0010613	g5445	augustus.g42573.t1
OG0010614	g5455	augustus.g42580.t1
OG0010615	g34565	augustus.g42581.t1
OG0010616	g34568	augustus.g42582.t1
OG0010617	g34574	augustus.g42585.t1
OG0010618	g5889	augustus.g42591.t1
OG0010619	g2096	augustus.g4260.t1
OG0010620	g29978	augustus.g42600.t1
OG0010621	g2094	augustus.g4261.t1
OG0010622	g34575	augustus.g42613.t1
OG0010623	g34589	augustus.g42616.t1
OG0010624	g49959	augustus.g42618.t1
OG0010625	g49960	augustus.g42619.t1
OG0010626	g2090	augustus.g4262.t1
OG0010627	g19342	augustus.g42620.t1
OG0010628	g19340	augustus.g42623.t1
OG0010629	g3365	augustus.g42656.t1
OG0010630	g3360	augustus.g42660.t1
OG0010631	g37458	augustus.g42692.t1
OG0010632	g22529	augustus.g4270.t1
OG0010633	g22520	augustus.g4272.t1
OG0010634	g22523	augustus.g4273.t1
OG0010635	g52268	augustus.g42744.t1
OG0010636	g16719	augustus.g42766.t1
OG0010637	g22514	augustus.g4278.t1
OG0010638	g22511	augustus.g4279.t1
OG0010639	g22510	augustus.g4280.t1
OG0010640	g59361	augustus.g42809.t1
OG0010641	g22508	augustus.g4281.t1
OG0010642	g40799	augustus.g42810.t1
OG0010643	g31422	augustus.g42823.t1
OG0010644	g31423	augustus.g42825.t1
OG0010645	g31429	augustus.g42829.t1
OG0010646	g22505	augustus.g4283.t1
OG0010647	g24115	augustus.g42835.t1
OG0010648	g22504	augustus.g4284.t1
OG0010649	g6859	augustus.g42846.t1
OG0010650	g8877	augustus.g43015.t1
OG0010651	g8887	augustus.g43016.t1
OG0010652	g8888	augustus.g43019.t1
OG0010653	g8894	augustus.g43021.t1
OG0010654	g8895	augustus.g43022.t1
OG0010655	g30123	augustus.g43023.t1
OG0010656	g34201	augustus.g43025.t1
OG0010657	g30128	augustus.g43026.t1
OG0010658	g30131	augustus.g43027.t1
OG0010659	g30132	augustus.g43029.t1
OG0010660	g30133	augustus.g43030.t1
OG0010661	g30134	augustus.g43031.t1
OG0010662	g30141	augustus.g43032.t1
OG0010663	g30148	augustus.g43034.t1
OG0010664	g30149	augustus.g43035.t1
OG0010665	g30151	augustus.g43036.t1
OG0010666	g30152	augustus.g43037.t1
OG0010667	g30154	augustus.g43039.t1
OG0010668	g30172	augustus.g43048.t1
OG0010669	g30188	augustus.g43054.t1
OG0010670	g59871	augustus.g43074.t1
OG0010671	g34655	augustus.g43094.t1
OG0010672	g16924	augustus.g43096.t1
OG0010673	g16921	augustus.g43097.t1
OG0010674	g16917	augustus.g43098.t1
OG0010675	g16916	augustus.g43099.t1
